datum,plats,latitud,longitud,temperatur_c,luftfuktighet_procent,vindhastighet_ms,vindriktning_grader,nederbord_mm,lufttryck_hpa,sikt_km,molnighet_procent
2024-03-11,Finström,60.2167,19.95,8.2,95,6.4,196,0.2,1017.1,5,91
2024-03-11,Sund,60.25,20.2,11.0,93,8.0,123,0.1,1019.9,10,100
2024-03-11,Hammarland,60.2167,19.75,8.1,95,2.9,338,0.1,1019.3,10,95
2024-03-11,Saltvik,60.2833,20.05,11.4,94,7.2,302,0.1,1019.7,5,92
2024-03-11,Geta,60.3833,19.85,10.5,95,7.7,173,0.2,1020.8,7,99
2024-03-11,Eckerö,60.2167,19.6167,12.0,94,5.5,44,0.1,1017.7,5,85
2024-03-11,Lemland,60.05,20.0167,10.9,95,5.4,314,0.2,1018.7,9,95
2024-03-11,Lumparland,60.1167,20.25,8.9,95,2.2,88,0.2,1018.9,6,82
2024-03-12,Mariehamn,60.0972,19.9348,6.5,75,5.0,274,0.1,1026.0,9,38
2024-03-12,Jomala,60.1,19.95,6.5,74,5.1,154,0.1,1023.3,8,45
2024-03-12,Finström,60.2167,19.95,5.9,73,6.4,61,0.1,1026.4,12,31
2024-03-12,Sund,60.25,20.2,6.0,75,8.4,48,0.1,1025.9,7,40
2024-03-12,Hammarland,60.2167,19.75,3.4,68,5.2,216,0.1,1025.0,12,41
2024-03-12,Saltvik,60.2833,20.05,4.3,73,3.7,333,0.1,1025.9,10,35
2024-03-12,Geta,60.3833,19.85,4.2,67,5.3,245,0.1,1026.6,14,35
2024-03-12,Eckerö,60.2167,19.6167,5.3,72,8.0,159,0.1,1024.4,13,39
2024-03-12,Lemland,60.05,20.0167,4.7,74,3.6,337,0.1,1024.8,11,41
2024-03-12,Lumparland,60.1167,20.25,6.9,67,2.7,310,0.1,1024.9,13,37
2024-03-13,Mariehamn,60.0972,19.9348,0.1,91,2.0,248,0.1,1012.7,5,38
2024-03-13,Jomala,60.1,19.95,2.1,83,7.6,247,0.2,1012.6,11,30
2024-03-13,Finström,60.2167,19.95,2.7,84,5.6,353,0.1,1013.9,8,31
2024-03-13,Sund,60.25,20.2,-0.5,89,8.6,147,0.1,1015.6,12,26
2024-03-13,Hammarland,60.2167,19.75,2.3,91,6.1,97,0.1,1012.7,8,25
2024-03-13,Saltvik,60.2833,20.05,2.6,85,7.9,325,0.1,1015.4,10,30
2024-03-13,Geta,60.3833,19.85,0.7,85,5.3,320,0.1,1012.9,6,38
2024-03-13,Eckerö,60.2167,19.6167,1.1,86,9.2,296,0.1,1014.6,10,21
2024-03-13,Lemland,60.05,20.0167,2.3,87,2.6,92,0.2,1011.8,8,33
2024-03-13,Lumparland,60.1167,20.25,0.4,89,8.0,272,0.2,1014.6,7,24
2024-03-14,Mariehamn,60.0972,19.9348,9.8,63,8.0,56,0.4,1016.8,12,35
2024-03-14,Jomala,60.1,19.95,10.5,66,7.8,173,0.3,1016.3,15,24
2024-03-14,Finström,60.2167,19.95,10.8,61,5.4,131,0.4,1017.9,8,33
2024-03-14,Sund,60.25,20.2,10.6,59,5.0,36,0.4,1016.1,8,27
2024-03-14,Hammarland,60.2167,19.75,9.8,58,9.0,166,0.4,1016.8,10,32
2024-03-14,Saltvik,60.2833,20.05,13.4,60,3.9,289,0.3,1016.5,10,39
2024-03-14,Geta,60.3833,19.85,10.1,63,6.6,107,0.4,1017.7,14,39
2024-03-14,Eckerö,60.2167,19.6167,11.8,58,4.8,136,0.4,1015.8,9,29
2024-03-14,Lemland,60.05,20.0167,13.2,63,9.8,255,0.3,1018.3,10,26
2024-03-14,Lumparland,60.1167,20.25,11.4,67,6.0,288,0.4,1016.2,12,29
2024-03-15,Mariehamn,60.0972,19.9348,5.0,95,6.7,108,1.7,1012.5,12,49
2024-03-15,Jomala,60.1,19.95,2.8,95,2.7,229,1.7,1012.7,5,51
2024-03-15,Finström,60.2167,19.95,4.7,93,4.7,296,2.0,1012.0,6,57
2024-03-15,Sund,60.25,20.2,3.2,94,2.0,299,1.5,1013.0,8,52
2024-03-15,Hammarland,60.2167,19.75,2.8,93,3.6,156,1.6,1012.5,9,49
2024-03-15,Saltvik,60.2833,20.05,4.5,95,4.6,1,1.9,1013.5,11,67
2024-03-15,Geta,60.3833,19.85,4.7,95,2.9,259,1.9,1012.4,10,58
2024-03-15,Eckerö,60.2167,19.6167,2.6,92,9.9,110,1.4,1014.5,6,67
2024-03-15,Lemland,60.05,20.0167,4.7,95,5.1,261,1.6,1015.3,5,61
2024-03-15,Lumparland,60.1167,20.25,5.7,91,6.2,257,2.0,1013.5,11,51
2024-03-16,Mariehamn,60.0972,19.9348,3.3,82,5.3,84,0.4,1012.5,8,49
2024-03-16,Jomala,60.1,19.95,2.3,81,5.1,138,0.3,1015.6,5,46
2024-03-16,Finström,60.2167,19.95,1.4,78,6.9,33,0.3,1012.4,5,46
2024-03-16,Sund,60.25,20.2,3.6,78,2.9,179,0.3,1015.3,11,40
2024-03-16,Hammarland,60.2167,19.75,3.6,75,2.0,222,0.4,1013.3,13,38
2024-03-16,Saltvik,60.2833,20.05,3.2,80,2.6,319,0.3,1014.9,6,45
2024-03-16,Geta,60.3833,19.85,3.6,77,9.0,0,0.3,1015.9,10,54
2024-03-16,Eckerö,60.2167,19.6167,4.6,79,5.7,30,0.3,1014.0,8,44
2024-03-16,Lemland,60.05,20.0167,1.5,76,3.1,276,0.3,1013.7,8,40
2024-03-16,Lumparland,60.1167,20.25,4.9,79,4.3,22,0.4,1015.0,10,49
2024-03-17,Mariehamn,60.0972,19.9348,5.6,61,6.0,21,0.3,999.6,7,68
2024-03-17,Jomala,60.1,19.95,5.8,55,9.3,320,0.2,998.5,14,65
2024-03-17,Finström,60.2167,19.95,6.8,61,5.1,135,0.3,1001.9,5,74
2024-03-17,Sund,60.25,20.2,5.3,61,9.6,195,0.2,1001.4,12,75
2024-03-17,Hammarland,60.2167,19.75,6.2,54,3.4,72,0.3,1000.9,16,75
2024-03-17,Saltvik,60.2833,20.05,5.9,56,7.4,44,0.3,998.4,14,58
2024-03-17,Geta,60.3833,19.85,6.5,60,9.4,294,0.3,998.8,14,65
2024-03-17,Eckerö,60.2167,19.6167,4.1,61,8.9,220,0.3,1000.9,8,73
2024-03-17,Lemland,60.05,20.0167,5.9,62,5.3,264,0.2,999.6,14,64
2024-03-17,Lumparland,60.1167,20.25,6.4,58,9.4,246,0.3,999.1,13,63
2024-03-18,Mariehamn,60.0972,19.9348,10.6,50,7.3,284,0.3,1025.4,13,47
2024-03-18,Jomala,60.1,19.95,10.5,51,3.3,304,0.4,1024.3,12,48
2024-03-18,Finström,60.2167,19.95,9.9,59,2.4,81,0.4,1024.0,14,55
2024-03-18,Sund,60.25,20.2,8.2,54,6.3,99,0.3,1023.4,9,56
2024-03-18,Hammarland,60.2167,19.75,7.4,59,6.2,10,0.5,1025.1,14,47
2024-03-18,Saltvik,60.2833,20.05,8.6,55,7.9,324,0.5,1022.4,10,63
2024-03-18,Geta,60.3833,19.85,10.4,55,3.2,193,0.4,1022.8,13,52
2024-03-18,Eckerö,60.2167,19.6167,10.6,52,2.4,185,0.4,1024.2,16,65
2024-03-18,Lemland,60.05,20.0167,10.1,51,8.5,167,0.5,1023.5,10,48
2024-03-18,Lumparland,60.1167,20.25,9.7,55,6.7,20,0.3,1023.0,14,53
2024-03-19,Mariehamn,60.0972,19.9348,3.2,64,5.4,76,3.0,1003.1,6,68
2024-03-19,Jomala,60.1,19.95,2.9,59,8.9,224,4.0,1002.8,10,66
2024-03-19,Finström,60.2167,19.95,5.6,67,5.2,219,3.9,1001.3,6,75
2024-03-19,Sund,60.25,20.2,4.5,61,4.7,332,4.3,1001.4,7,65
2024-03-19,Hammarland,60.2167,19.75,2.5,60,9.5,228,4.4,1002.5,12,75
2024-03-19,Saltvik,60.2833,20.05,4.1,58,4.5,31,3.2,1001.9,8,66
2024-03-19,Geta,60.3833,19.85,3.6,58,2.8,293,3.0,1001.7,7,68
2024-03-19,Eckerö,60.2167,19.6167,3.0,66,4.3,230,3.3,1002.7,13,69
2024-03-19,Lemland,60.05,20.0167,4.3,66,5.8,296,4.1,1000.2,13,73
2024-03-19,Lumparland,60.1167,20.25,2.3,64,9.3,107,4.0,1001.7,11,73
2024-03-20,Mariehamn,60.0972,19.9348,10.4,71,7.3,107,0,1011.8,7,30
2024-03-20,Jomala,60.1,19.95,12.1,71,2.2,198,0,1014.8,13,26
2024-03-20,Finström,60.2167,19.95,11.4,70,8.7,241,0,1014.8,15,27
2024-03-20,Sund,60.25,20.2,9.7,74,7.0,327,0,1013.4,14,29
2024-03-20,Hammarland,60.2167,19.75,12.0,70,8.3,152,0,1013.8,7,22
2024-03-20,Saltvik,60.2833,20.05,11.6,74,7.7,195,0,1012.9,14,33
2024-03-20,Geta,60.3833,19.85,10.6,77,3.7,87,0,1013.4,7,30
2024-03-20,Eckerö,60.2167,19.6167,8.4,73,9.5,146,0,1013.3,11,21
2024-03-20,Lemland,60.05,20.0167,9.0,77,10.0,83,0.1,1014.8,12,26
2024-03-20,Lumparland,60.1167,20.25,10.1,77,2.2,208,0,1015.6,10,32
2024-03-21,Mariehamn,60.0972,19.9348,9.7,91,2.6,283,0.1,1013.0,5,79
2024-03-21,Jomala,60.1,19.95,10.3,88,5.3,82,0.1,1012.4,9,85
2024-03-21,Finström,60.2167,19.95,7.5,86,2.2,265,0.1,1010.9,8,83
2024-03-21,Sund,60.25,20.2,10.9,85,6.4,80,0.1,1012.9,8,74
2024-03-21,Hammarland,60.2167,19.75,8.3,85,3.6,88,0.1,1013.5,5,85
2024-03-21,Saltvik,60.2833,20.05,10.9,82,8.1,224,0.1,1013.2,10,83
2024-03-21,Geta,60.3833,19.85,10.2,83,6.0,7,0.1,1010.7,12,85
2024-03-21,Eckerö,60.2167,19.6167,10.8,82,9.3,17,0.1,1011.6,6,74
2024-03-21,Lemland,60.05,20.0167,9.6,83,8.4,197,0.1,1013.5,6,86
2024-03-21,Lumparland,60.1167,20.25,7.5,89,2.8,137,0.1,1011.3,5,70
2024-03-22,Mariehamn,60.0972,19.9348,10.3,55,6.6,60,0.1,1024.5,16,33
2024-03-22,Jomala,60.1,19.95,10.8,60,6.8,165,0.1,1024.4,12,38
2024-03-22,Finström,60.2167,19.95,9.4,57,7.4,310,0.1,1024.8,10,43
2024-03-22,Sund,60.25,20.2,12.1,55,4.8,360,0.1,1023.4,8,52
2024-03-22,Hammarland,60.2167,19.75,9.5,51,6.7,272,0.1,1025.9,17,46
2024-03-22,Saltvik,60.2833,20.05,9.8,58,3.6,8,0.1,1023.5,13,40
2024-03-22,Geta,60.3833,19.85,12.8,52,3.6,262,0.1,1023.1,10,34
2024-03-22,Eckerö,60.2167,19.6167,9.9,56,3.1,182,0.1,1022.8,15,41
2024-03-22,Lemland,60.05,20.0167,12.3,52,3.5,172,0.1,1022.9,8,40
2024-03-22,Lumparland,60.1167,20.25,9.8,59,8.3,40,0.1,1024.0,12,38
2024-03-23,Mariehamn,60.0972,19.9348,0.8,53,4.2,87,0.1,1020.1,9,77
2024-03-23,Jomala,60.1,19.95,2.1,49,3.4,311,0.1,1022.4,16,87
2024-03-23,Finström,60.2167,19.95,3.8,51,6.9,302,0.1,1021.4,11,80
2024-03-23,Sund,60.25,20.2,3.0,56,3.6,245,0.1,1019.0,11,76
2024-03-23,Hammarland,60.2167,19.75,1.5,47,3.2,274,0.1,1021.7,14,83
2024-03-23,Saltvik,60.2833,20.05,1.4,47,8.4,132,0.1,1020.1,7,88
2024-03-23,Geta,60.3833,19.85,2.2,50,2.3,320,0.1,1019.0,13,82
2024-03-23,Eckerö,60.2167,19.6167,4.0,50,4.1,169,0.1,1019.8,8,75
2024-03-23,Lemland,60.05,20.0167,2.0,52,7.6,62,0.1,1020.0,11,88
2024-03-23,Lumparland,60.1167,20.25,1.3,54,4.1,41,0.1,1022.1,11,83
2024-03-24,Mariehamn,60.0972,19.9348,10.9,70,7.6,152,0.5,1025.2,15,22
2024-03-24,Jomala,60.1,19.95,9.0,64,6.1,238,0.3,1024.2,17,22
2024-03-24,Finström,60.2167,19.95,10.4,70,5.2,314,0.4,1025.6,7,20
2024-03-24,Sund,60.25,20.2,8.9,64,6.3,292,0.5,1023.3,8,29
2024-03-24,Hammarland,60.2167,19.75,11.7,65,4.2,94,0.4,1022.6,10,29
2024-03-24,Saltvik,60.2833,20.05,8.5,65,5.3,301,0.5,1022.8,17,26
2024-03-24,Geta,60.3833,19.85,8.9,62,9.0,261,0.5,1025.4,10,35
2024-03-24,Eckerö,60.2167,19.6167,8.9,68,3.1,48,0.4,1022.8,14,18
2024-03-24,Lemland,60.05,20.0167,7.9,67,7.9,351,0.4,1024.3,13,22
2024-03-24,Lumparland,60.1167,20.25,10.5,65,3.5,335,0.4,1024.9,8,27
2024-03-25,Mariehamn,60.0972,19.9348,3.0,67,5.9,208,0.4,1015.4,11,75
2024-03-25,Jomala,60.1,19.95,2.6,62,9.4,183,0.4,1019.3,14,83
2024-03-25,Finström,60.2167,19.95,1.5,60,5.0,9,0.4,1016.9,8,72
2024-03-25,Sund,60.25,20.2,1.8,63,8.2,89,0.4,1017.2,10,85
2024-03-25,Hammarland,60.2167,19.75,3.1,61,4.1,222,0.4,1018.6,13,84
2024-03-25,Saltvik,60.2833,20.05,1.0,65,8.0,172,0.3,1015.4,12,72
2024-03-25,Geta,60.3833,19.85,0.5,59,7.1,320,0.3,1016.9,6,83
2024-03-25,Eckerö,60.2167,19.6167,1.0,62,6.8,319,0.3,1015.6,7,83
2024-03-25,Lemland,60.05,20.0167,4.1,58,4.5,211,0.3,1017.1,6,77
2024-03-25,Lumparland,60.1167,20.25,2.0,65,5.6,42,0.4,1018.6,10,85
2024-03-26,Mariehamn,60.0972,19.9348,0.0,64,5.9,123,0.2,1020.4,9,25
2024-03-26,Jomala,60.1,19.95,-0.0,58,4.8,351,0.1,1020.2,14,28
2024-03-26,Finström,60.2167,19.95,0.4,59,3.2,237,0.2,1019.9,13,20
2024-03-26,Sund,60.25,20.2,-0.1,62,7.0,76,0.2,1020.1,12,15
2024-03-26,Hammarland,60.2167,19.75,0.5,59,4.6,67,0.2,1022.9,16,29
2024-03-26,Saltvik,60.2833,20.05,2.7,61,9.6,175,0.2,1020.0,9,29
2024-03-26,Geta,60.3833,19.85,0.0,62,7.9,170,0.2,1021.0,8,32
2024-03-26,Eckerö,60.2167,19.6167,-0.1,61,6.0,87,0.1,1020.2,15,21
2024-03-26,Lemland,60.05,20.0167,1.8,65,5.5,277,0.2,1021.7,14,13
2024-03-26,Lumparland,60.1167,20.25,0.6,64,3.8,89,0.1,1021.6,11,18
2024-03-27,Mariehamn,60.0972,19.9348,8.4,83,9.5,21,0.3,1024.6,6,64
2024-03-27,Jomala,60.1,19.95,7.0,81,2.4,302,0.3,1024.2,5,64
2024-03-27,Finström,60.2167,19.95,8.0,81,4.4,15,0.3,1024.0,5,60
2024-03-27,Sund,60.25,20.2,6.6,78,9.4,235,0.3,1023.0,6,60
2024-03-27,Hammarland,60.2167,19.75,5.3,82,4.6,224,0.3,1022.8,7,63
2024-03-27,Saltvik,60.2833,20.05,7.4,83,8.0,20,0.3,1024.8,13,69
2024-03-27,Geta,60.3833,19.85,6.8,76,8.1,212,0.2,1023.5,8,70
2024-03-27,Eckerö,60.2167,19.6167,7.1,80,9.4,52,0.2,1025.6,12,73
2024-03-27,Lemland,60.05,20.0167,7.1,83,6.4,216,0.3,1025.2,11,69
2024-03-27,Lumparland,60.1167,20.25,6.9,78,2.2,128,0.3,1023.8,5,60
2024-03-28,Mariehamn,60.0972,19.9348,4.7,57,6.7,233,0.2,1017.4,10,32
2024-03-28,Jomala,60.1,19.95,4.8,53,7.4,201,0.1,1014.5,18,20
2024-03-28,Finström,60.2167,19.95,3.0,55,8.3,148,0.1,1015.8,17,27
2024-03-28,Sund,60.25,20.2,3.0,55,6.3,83,0.1,1015.0,15,34
2024-03-28,Hammarland,60.2167,19.75,2.4,56,4.6,166,0.1,1016.7,9,34
2024-03-28,Saltvik,60.2833,20.05,2.2,60,7.8,41,0.1,1015.3,15,22
2024-03-28,Geta,60.3833,19.85,2.1,59,8.8,291,0.1,1015.5,11,18
2024-03-28,Eckerö,60.2167,19.6167,1.9,54,5.2,322,0.1,1014.2,11,24
2024-03-28,Lemland,60.05,20.0167,4.7,53,2.3,46,0.1,1016.2,14,19
2024-03-28,Lumparland,60.1167,20.25,5.0,61,7.4,318,0.1,1015.1,15,21
2024-03-29,Mariehamn,60.0972,19.9348,9.8,78,9.0,307,0.3,999.8,10,58
2024-03-29,Jomala,60.1,19.95,7.5,74,3.2,344,0.3,1000.4,8,68
2024-03-29,Finström,60.2167,19.95,7.3,75,9.2,203,0.4,1000.8,13,77
2024-03-29,Sund,60.25,20.2,9.7,79,4.5,111,0.3,999.4,6,65
2024-03-29,Hammarland,60.2167,19.75,8.4,82,2.3,84,0.3,1000.7,12,62
2024-03-29,Saltvik,60.2833,20.05,9.9,73,2.6,346,0.3,999.7,6,59
2024-03-29,Geta,60.3833,19.85,9.9,80,5.2,271,0.3,998.9,11,76
2024-03-29,Eckerö,60.2167,19.6167,7.1,82,9.3,314,0.3,1002.5,8,62
2024-03-29,Lemland,60.05,20.0167,7.8,73,6.3,109,0.3,1001.1,10,73
2024-03-29,Lumparland,60.1167,20.25,10.1,73,3.8,134,0.3,1001.2,12,59
2024-03-30,Mariehamn,60.0972,19.9348,7.8,81,7.5,184,0.3,1016.5,9,33
2024-03-30,Jomala,60.1,19.95,5.5,80,8.2,290,0.2,1016.5,8,31
2024-03-30,Finström,60.2167,19.95,6.1,86,4.4,126,0.3,1017.5,9,38
2024-03-30,Sund,60.25,20.2,6.6,82,7.5,89,0.3,1015.0,10,39
2024-03-30,Hammarland,60.2167,19.75,6.5,80,8.9,176,0.2,1015.0,14,33
2024-03-30,Saltvik,60.2833,20.05,8.1,88,9.9,284,0.3,1016.2,7,31
2024-03-30,Geta,60.3833,19.85,7.0,82,2.9,73,0.2,1016.9,12,48
2024-03-30,Eckerö,60.2167,19.6167,5.2,81,9.5,344,0.2,1015.8,6,41
2024-03-30,Lemland,60.05,20.0167,7.1,85,8.4,357,0.3,1016.7,5,35
2024-03-30,Lumparland,60.1167,20.25,4.9,84,7.9,227,0.3,1016.9,9,33
2024-03-31,Mariehamn,60.0972,19.9348,3.6,58,3.3,30,0,1023.2,17,41
2024-03-31,Jomala,60.1,19.95,4.3,52,2.1,25,0,1022.7,9,39
2024-03-31,Finström,60.2167,19.95,4.7,56,9.5,266,0,1022.4,16,48
2024-03-31,Sund,60.25,20.2,2.0,58,3.0,256,0,1023.2,16,29
2024-03-31,Hammarland,60.2167,19.75,2.2,57,5.3,82,0,1024.7,15,32
2024-03-31,Saltvik,60.2833,20.05,5.7,53,10.0,48,0,1024.7,15,45
2024-03-31,Geta,60.3833,19.85,6.0,56,4.7,310,0,1023.9,17,32
2024-03-31,Eckerö,60.2167,19.6167,2.6,54,7.5,230,0,1025.3,9,44
2024-03-31,Lemland,60.05,20.0167,2.1,55,2.9,353,0,1024.4,13,35
2024-03-31,Lumparland,60.1167,20.25,4.6,58,4.1,182,0,1022.6,8,37
2024-04-01,Mariehamn,60.0972,19.9348,0.2,90,9.4,231,0.2,1014.5,6,81
2024-04-01,Jomala,60.1,19.95,0.1,83,2.6,232,0.2,1017.7,11,81
2024-04-01,Finström,60.2167,19.95,2.0,85,5.0,125,0.2,1015.8,5,78
2024-04-01,Sund,60.25,20.2,0.3,84,4.5,285,0.2,1015.4,11,87
2024-04-01,Hammarland,60.2167,19.75,-0.6,86,7.8,288,0.2,1014.4,11,78
2024-04-01,Saltvik,60.2833,20.05,-0.2,92,6.1,159,0.2,1017.2,10,68
2024-04-01,Geta,60.3833,19.85,-0.0,91,2.9,194,0.2,1016.6,5,88
2024-04-01,Eckerö,60.2167,19.6167,-0.3,86,3.6,123,0.3,1017.2,10,84
2024-04-01,Lemland,60.05,20.0167,-0.5,85,7.6,283,0.2,1014.0,8,81
2024-04-01,Lumparland,60.1167,20.25,1.2,83,9.8,81,0.2,1017.3,6,83
2024-04-02,Mariehamn,60.0972,19.9348,8.0,68,2.0,21,2.4,1002.9,5,100
2024-04-02,Jomala,60.1,19.95,9.4,63,8.7,81,2.4,1001.3,5,100
2024-04-02,Finström,60.2167,19.95,8.8,66,4.8,317,3.3,999.2,5,92
2024-04-02,Sund,60.25,20.2,7.4,67,8.1,208,2.6,1002.6,6,100
2024-04-02,Hammarland,60.2167,19.75,8.8,70,9.2,33,2.4,1001.0,5,93
2024-04-02,Saltvik,60.2833,20.05,6.8,68,5.0,249,3.4,1001.7,11,100
2024-04-02,Geta,60.3833,19.85,6.8,63,8.1,25,2.3,1001.7,9,90
2024-04-02,Eckerö,60.2167,19.6167,8.0,65,3.6,150,2.9,1000.8,11,95
2024-04-02,Lemland,60.05,20.0167,9.7,65,3.1,286,3.4,999.9,13,100
2024-04-02,Lumparland,60.1167,20.25,6.8,63,6.7,34,2.8,1000.2,6,94
2024-04-03,Mariehamn,60.0972,19.9348,2.1,53,5.5,58,0.1,1008.4,13,38
2024-04-03,Jomala,60.1,19.95,4.1,58,4.5,16,0.1,1011.2,16,44
2024-04-03,Finström,60.2167,19.95,5.2,51,4.4,249,0.1,1010.4,11,43
2024-04-03,Sund,60.25,20.2,3.4,50,6.5,298,0.1,1009.1,16,48
2024-04-03,Hammarland,60.2167,19.75,3.8,49,4.1,254,0.1,1008.2,17,52
2024-04-03,Saltvik,60.2833,20.05,1.6,52,3.5,300,0.1,1009.1,10,37
2024-04-03,Geta,60.3833,19.85,2.0,49,9.0,351,0.1,1007.9,13,55
2024-04-03,Eckerö,60.2167,19.6167,4.3,55,7.1,286,0.1,1007.9,9,44
2024-04-03,Lemland,60.05,20.0167,2.7,53,3.1,24,0.1,1008.7,17,39
2024-04-03,Lumparland,60.1167,20.25,5.2,53,8.5,357,0,1009.5,15,45
2024-04-04,Mariehamn,60.0972,19.9348,-0.3,81,5.3,39,0.3,1002.1,5,60
2024-04-04,Jomala,60.1,19.95,1.5,76,8.0,114,0.3,1003.8,11,61
2024-04-04,Finström,60.2167,19.95,2.4,74,9.1,67,0.3,1003.4,12,62
2024-04-04,Sund,60.25,20.2,1.2,72,2.7,338,0.3,1001.1,14,58
2024-04-04,Hammarland,60.2167,19.75,0.8,78,3.4,305,0.3,1001.4,13,56
2024-04-04,Saltvik,60.2833,20.05,1.7,77,6.2,233,0.2,1000.0,10,53
2024-04-04,Geta,60.3833,19.85,1.5,72,5.3,78,0.3,1002.1,12,62
2024-04-04,Eckerö,60.2167,19.6167,0.8,78,5.4,113,0.3,1003.2,7,61
2024-04-04,Lemland,60.05,20.0167,3.3,76,9.5,343,0.3,1003.0,10,51
2024-04-04,Lumparland,60.1167,20.25,2.1,75,9.7,26,0.2,1002.4,15,58
2024-04-05,Mariehamn,60.0972,19.9348,2.3,87,2.5,313,2.1,1015.6,5,89
2024-04-05,Jomala,60.1,19.95,0.6,83,4.0,60,2.4,1015.4,8,97
2024-04-05,Finström,60.2167,19.95,-0.9,82,7.9,360,2.5,1016.5,8,87
2024-04-05,Sund,60.25,20.2,1.2,85,5.3,145,1.8,1014.8,10,83
2024-04-05,Hammarland,60.2167,19.75,2.2,84,5.9,172,2.1,1014.6,6,96
2024-04-05,Saltvik,60.2833,20.05,0.8,82,4.7,106,2.3,1012.7,9,90
2024-04-05,Geta,60.3833,19.85,-0.8,85,2.4,206,2.0,1014.5,10,96
2024-04-05,Eckerö,60.2167,19.6167,-1.2,90,7.1,140,2.5,1015.5,5,96
2024-04-05,Lemland,60.05,20.0167,1.0,85,8.0,16,2.5,1013.8,5,85
2024-04-05,Lumparland,60.1167,20.25,1.1,84,5.4,287,1.9,1015.1,6,82
2024-04-06,Mariehamn,60.0972,19.9348,11.6,61,9.8,106,0.1,1018.4,15,68
2024-04-06,Jomala,60.1,19.95,9.9,65,2.4,231,0.2,1018.1,10,63
2024-04-06,Finström,60.2167,19.95,11.5,68,6.8,325,0.2,1018.7,14,56
2024-04-06,Sund,60.25,20.2,11.8,68,8.5,350,0.1,1016.6,13,56
2024-04-06,Hammarland,60.2167,19.75,10.9,61,3.5,36,0.2,1017.5,13,56
2024-04-06,Saltvik,60.2833,20.05,9.7,62,4.5,150,0.1,1018.3,16,59
2024-04-06,Geta,60.3833,19.85,9.3,64,7.8,169,0.1,1017.8,8,51
2024-04-06,Eckerö,60.2167,19.6167,10.2,64,8.5,65,0.2,1015.9,8,67
2024-04-06,Lemland,60.05,20.0167,8.9,62,6.0,47,0.2,1018.7,13,55
2024-04-06,Lumparland,60.1167,20.25,11.2,61,9.9,227,0.1,1017.8,6,64
2024-04-07,Mariehamn,60.0972,19.9348,4.1,73,8.0,105,0.3,1015.1,11,82
2024-04-07,Jomala,60.1,19.95,2.1,72,6.0,322,0.2,1014.2,7,82
2024-04-07,Finström,60.2167,19.95,2.5,77,9.0,176,0.3,1014.4,13,70
2024-04-07,Sund,60.25,20.2,5.5,69,9.8,301,0.3,1015.7,11,77
2024-04-07,Hammarland,60.2167,19.75,5.8,78,4.4,56,0.2,1014.3,7,66
2024-04-07,Saltvik,60.2833,20.05,4.6,72,3.2,144,0.2,1015.5,9,65
2024-04-07,Geta,60.3833,19.85,3.8,72,6.9,113,0.2,1013.3,12,83
2024-04-07,Eckerö,60.2167,19.6167,3.8,72,7.8,162,0.3,1014.1,12,83
2024-04-07,Lemland,60.05,20.0167,4.0,74,7.0,65,0.3,1016.4,9,81
2024-04-07,Lumparland,60.1167,20.25,3.6,69,7.7,134,0.3,1017.2,12,70
2024-04-08,Mariehamn,60.0972,19.9348,4.2,63,7.7,196,0.1,1015.5,10,44
2024-04-08,Jomala,60.1,19.95,6.1,57,9.5,217,0.1,1015.7,16,37
2024-04-08,Finström,60.2167,19.95,6.5,58,8.7,279,0.1,1014.5,10,47
2024-04-08,Sund,60.25,20.2,5.1,62,2.0,208,0.1,1018.0,9,44
2024-04-08,Hammarland,60.2167,19.75,3.6,56,4.6,190,0.1,1015.4,12,36
2024-04-08,Saltvik,60.2833,20.05,3.3,55,3.4,308,0.1,1018.1,12,54
2024-04-08,Geta,60.3833,19.85,6.9,59,9.4,16,0.1,1016.2,16,51
2024-04-08,Eckerö,60.2167,19.6167,6.4,61,5.0,167,0.1,1014.7,10,42
2024-04-08,Lemland,60.05,20.0167,6.1,62,6.2,28,0.1,1017.7,12,45
2024-04-08,Lumparland,60.1167,20.25,5.0,58,6.1,21,0.1,1016.5,17,44
2024-04-09,Mariehamn,60.0972,19.9348,1.0,85,8.8,88,0.2,1020.3,10,49
2024-04-09,Jomala,60.1,19.95,4.0,82,3.3,4,0.2,1022.0,13,54
2024-04-09,Finström,60.2167,19.95,3.3,82,8.4,202,0.2,1022.5,11,55
2024-04-09,Sund,60.25,20.2,1.9,83,7.0,315,0.2,1021.9,6,47
2024-04-09,Hammarland,60.2167,19.75,3.0,80,4.9,194,0.2,1021.6,6,62
2024-04-09,Saltvik,60.2833,20.05,0.6,86,7.6,286,0.2,1020.6,10,48
2024-04-09,Geta,60.3833,19.85,2.0,85,9.5,138,0.3,1018.9,11,57
2024-04-09,Eckerö,60.2167,19.6167,2.6,85,3.3,110,0.2,1021.7,13,48
2024-04-09,Lemland,60.05,20.0167,2.6,86,6.4,108,0.2,1021.6,12,55
2024-04-09,Lumparland,60.1167,20.25,3.8,79,3.2,131,0.3,1022.6,13,50
2024-04-10,Mariehamn,60.0972,19.9348,10.8,65,2.7,211,1.2,1001.8,12,59
2024-04-10,Jomala,60.1,19.95,9.5,65,2.4,33,1.4,1002.5,8,54
2024-04-10,Finström,60.2167,19.95,9.0,72,4.5,26,1.7,1002.1,7,59
